Pig,Plate,WellPosition,SampleName,Group,Group2,Replicate,Treatment,Treatment2,Timepoint,Time ,CT,CtMean,CtSD,Quantity,QuantityMean,QuantitySD,TotalBacteria,TotalMeanBacteria,WellPositionP,SampleNameP,CTp,CtMeanP,CtPSD,QuantityP,QuantityMeanP,QuantitySDP,ViableBacteria,ViableMeanBacteria,DeltaCT,PercentLive
2,Plate-3,K3,F-48-3,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,25.89,25.64,,1.57,1.91,0.24,9433.85,11473.23,O3,Fp-48-3,25.90,25.78,0.95,1.56,1.72,0.44,9336.55,10309.85,0.14,0.90
2,Plate-3,,F-48-3,CHG Bath (x2) + Chloroprep-48hr,CHG Bath (x2) + Chloroprep-48hr,3,CHG Bath (x2) + Chloroprep,CHG Bath (x2) + Chloroprep,48hr,48.00,,,,,,,,,O4,Fp-48-3,27.14,25.78,0.95,0.59,1.72,0.44,3553.59,10309.85,,
2,Plate-3,E6,C-B-1,Chloroprep-Baseline,Baseline,1,Chloroprep,Baseline,Baseline,-12.00,26.38,26.87,0.59,1.08,0.73,0.32,6450.75,4383.86,F6,Cp-B-1,27.96,27.61,0.33,0.31,0.41,0.10,1884.14,2474.94,0.73,0.56
2,Plate-3,E7,C-B-1,Chloroprep-Baseline,Baseline,1,Chloroprep,Baseline,Baseline,-12.00,26.72,26.87,0.59,0.82,0.73,0.32,4931.73,4383.86,F7,Cp-B-1,27.56,27.61,0.33,0.43,0.41,0.10,2574.18,2474.94,0.73,0.56
2,Plate-3,E8,C-B-1,Chloroprep-Baseline,Baseline,1,Chloroprep,Baseline,Baseline,-12.00,27.52,26.87,0.59,0.44,0.73,0.32,2648.26,4383.86,F8,Cp-B-1,27.31,27.61,0.33,0.52,0.41,0.10,3125.64,2474.94,0.73,0.56
2,Plate-3,G6,C-B-2,Chloroprep-Baseline,Baseline,2,Chloroprep,Baseline,Baseline,-12.00,27.76,27.42,0.31,0.37,0.48,0.11,2204.97,2868.06,H6,Cp-B-2,28.08,28.08,0.25,0.28,0.28,0.06,1707.69,1707.88,0.67,0.60
2,Plate-3,G7,C-B-2,Chloroprep-Baseline,Baseline,2,Chloroprep,Baseline,Baseline,-12.00,27.15,27.42,0.31,0.59,0.48,0.11,3527.35,2868.06,H7,Cp-B-2,28.34,28.08,0.25,0.23,0.28,0.06,1402.85,1707.88,0.67,0.60
2,Plate-3,G8,C-B-2,Chloroprep-Baseline,Baseline,2,Chloroprep,Baseline,Baseline,-12.00,27.35,27.42,0.31,0.51,0.48,0.11,3033.28,2868.06,H8,Cp-B-2,27.83,28.08,0.25,0.35,0.28,0.06,2079.46,1707.88,0.67,0.60
2,Plate-3,B9,C-0-1,Chloroprep-0hr,Chloroprep-0hr,1,Chloroprep,Chloroprep,0hr,0.00,19.62,19.95,0.55,208.10,161.22,0.27,1248589.85,967316.55,B12,Cp-0-1,29.17,29.22,0.11,0.12,0.12,0.01,731.00,703.73,9.28,0.00
2,Plate-3,B10,C-0-1,Chloroprep-0hr,Chloroprep-0hr,1,Chloroprep,Chloroprep,0hr,0.00,19.64,19.95,0.55,204.71,161.22,0.27,1228230.58,967316.55,B13,Cp-0-1,29.14,29.22,0.11,0.12,0.12,0.01,748.33,703.73,9.28,0.00
2,Plate-3,B11,C-0-1,Chloroprep-0hr,Chloroprep-0hr,1,Chloroprep,Chloroprep,0hr,0.00,20.58,19.95,0.55,98.37,161.22,0.27,590210.75,967316.55,B14,Cp-0-1,29.35,29.22,0.11,0.11,0.12,0.01,637.11,703.73,9.28,0.00
2,Plate-3,C9,C-0-2,Chloroprep-0hr,Chloroprep-0hr,2,Chloroprep,Chloroprep,0hr,0.00,19.73,19.78,0.10,190.80,184.26,0.06,1144784.16,1105581.80,C12,Cp-0-2,28.61,28.83,0.31,0.19,0.16,0.04,1133.44,954.09,9.06,0.00
2,Plate-3,C10,C-0-2,Chloroprep-0hr,Chloroprep-0hr,2,Chloroprep,Chloroprep,0hr,0.00,19.70,19.78,0.10,194.72,184.26,0.06,1168342.67,1105581.80,C14,Cp-0-2,29.05,28.83,0.31,0.13,0.16,0.04,803.12,954.09,9.06,0.00
2,Plate-3,C11,C-0-2,Chloroprep-0hr,Chloroprep-0hr,2,Chloroprep,Chloroprep,0hr,0.00,19.89,19.78,0.10,168.39,184.26,0.06,1010365.44,1105581.80,,,,,,,,,,,,
2,Plate-3,D9,C-0-3,Chloroprep-0hr,Chloroprep-0hr,3,Chloroprep,Chloroprep,0hr,0.00,19.54,19.66,0.18,220.98,201.49,0.11,1325851.34,1208922.19,D12,Cp-0-3,28.69,28.62,0.11,0.18,0.19,0.02,1064.67,1126.06,8.96,0.00
2,Plate-3,D10,C-0-3,Chloroprep-0hr,Chloroprep-0hr,3,Chloroprep,Chloroprep,0hr,0.00,19.58,19.66,0.18,215.18,201.49,0.11,1291073.55,1208922.19,D13,Cp-0-3,28.67,28.62,0.11,0.18,0.19,0.02,1079.96,1126.06,8.96,0.00
2,Plate-3,D11,C-0-3,Chloroprep-0hr,Chloroprep-0hr,3,Chloroprep,Chloroprep,0hr,0.00,19.86,19.66,0.18,172.03,201.49,0.11,1032167.89,1208922.19,D14,Cp-0-3,28.49,28.62,0.11,0.21,0.19,0.02,1241.84,1126.06,8.96,0.00
2,Plate-3,C15,C-6-1,Chloroprep-6hr,Chloroprep-6hr,1,Chloroprep,Chloroprep,6hr,6.00,23.42,23.94,0.21,10.75,7.21,0.14,64504.05,43280.40,C18,Cp-6-1,27.75,27.94,0.17,0.37,0.32,0.04,2224.83,1912.46,4.00,0.04
2,Plate-3,C16,C-6-1,Chloroprep-6hr,Chloroprep-6hr,1,Chloroprep,Chloroprep,6hr,6.00,23.83,23.94,0.21,7.81,7.21,0.14,46862.97,43280.40,C19,Cp-6-1,28.06,27.94,0.17,0.29,0.32,0.04,1745.59,1912.46,4.00,0.04
2,Plate-3,C17,C-6-1,Chloroprep-6hr,Chloroprep-6hr,1,Chloroprep,Chloroprep,6hr,6.00,23.55,23.94,0.21,9.74,7.21,0.14,58447.21,43280.40,C20,Cp-6-1,28.02,27.94,0.17,0.30,0.32,0.04,1801.10,1912.46,4.00,0.04
2,Plate-3,D15,C-6-2,Chloroprep-6hr,Chloroprep-6hr,2,Chloroprep,Chloroprep,6hr,6.00,22.17,22.52,0.34,28.61,21.65,0.58,171638.84,129910.62,D18,Cp-6-2,25.59,26.88,1.15,1.98,0.73,0.89,11899.49,4356.79,4.36,0.03
2,Plate-3,D16,C-6-2,Chloroprep-6hr,Chloroprep-6hr,2,Chloroprep,Chloroprep,6hr,6.00,22.56,22.52,0.34,21.11,21.65,0.58,126639.11,129910.62,D19,Cp-6-2,27.27,26.88,1.15,0.54,0.73,0.89,3229.52,4356.79,4.36,0.03
2,Plate-3,D17,C-6-2,Chloroprep-6hr,Chloroprep-6hr,2,Chloroprep,Chloroprep,6hr,6.00,22.85,22.52,0.34,16.81,21.65,0.58,100867.40,129910.62,D20,Cp-6-2,27.79,26.88,1.15,0.36,0.73,0.89,2151.95,4356.79,4.36,0.03
2,Plate-3,E15,C-6-3,Chloroprep-6hr,Chloroprep-6hr,3,Chloroprep,Chloroprep,6hr,6.00,23.22,23.21,0.11,12.60,12.69,0.11,75594.20,76157.55,E18,Cp-6-3,27.19,27.12,0.15,0.57,0.60,0.07,3426.62,3620.14,3.91,0.05
2,Plate-3,E16,C-6-3,Chloroprep-6hr,Chloroprep-6hr,3,Chloroprep,Chloroprep,6hr,6.00,23.10,23.21,0.11,13.88,12.69,0.11,83253.51,76157.55,E19,Cp-6-3,26.95,27.12,0.15,0.69,0.60,0.07,4133.10,3620.14,3.91,0.05
2,Plate-3,E17,C-6-3,Chloroprep-6hr,Chloroprep-6hr,3,Chloroprep,Chloroprep,6hr,6.00,23.31,23.21,0.11,11.70,12.69,0.11,70185.65,76157.55,E20,Cp-6-3,27.22,27.12,0.15,0.56,0.60,0.07,3349.94,3620.14,3.91,0.05
2,Plate-3,D21,C-12-1,Chloroprep-12hr,Chloroprep-12hr,1,Chloroprep,Chloroprep,12hr,12.00,23.41,23.43,0.15,10.83,10.67,1.24,64954.72,63999.45,L9,Cp-12-1,24.72,24.82,0.09,3.92,3.62,0.26,23524.42,21731.26,1.39,0.34
2,Plate-3,D22,C-12-1,Chloroprep-12hr,Chloroprep-12hr,1,Chloroprep,Chloroprep,12hr,12.00,23.29,23.43,0.15,11.89,10.67,1.24,71344.22,63999.45,L10,Cp-12-1,24.85,24.82,0.09,3.54,3.62,0.26,21241.68,21731.26,1.39,0.34
2,Plate-3,D23,C-12-1,Chloroprep-12hr,Chloroprep-12hr,1,Chloroprep,Chloroprep,12hr,12.00,23.59,23.43,0.15,9.43,10.67,1.24,56566.44,63999.45,L11,Cp-12-1,24.89,24.82,0.09,3.42,3.62,0.26,20537.54,21731.26,1.39,0.34
2,Plate-3,E21,C-12-2,Chloroprep-12hr,Chloroprep-12hr,2,Chloroprep,Chloroprep,12hr,12.00,26.45,26.34,0.10,1.02,1.11,0.08,6107.87,6663.13,M9,Cp-12-2,28.07,27.78,0.26,0.29,0.36,0.07,1727.82,2167.96,1.44,0.33
2,Plate-3,E22,C-12-2,Chloroprep-12hr,Chloroprep-12hr,2,Chloroprep,Chloroprep,12hr,12.00,26.29,26.34,0.10,1.15,1.11,0.08,6921.91,6663.13,M10,Cp-12-2,27.58,27.78,0.26,0.42,0.36,0.07,2531.92,2167.96,1.44,0.33
2,Plate-3,E23,C-12-2,Chloroprep-12hr,Chloroprep-12hr,2,Chloroprep,Chloroprep,12hr,12.00,26.27,26.34,0.10,1.17,1.11,0.08,6997.14,6663.13,M11,Cp-12-2,27.69,27.78,0.26,0.39,0.36,0.07,2329.19,2167.96,1.44,0.33
2,Plate-3,F21,C-12-3,Chloroprep-12hr,Chloroprep-12hr,3,Chloroprep,Chloroprep,12hr,12.00,24.80,24.54,0.27,3.68,4.51,0.20,22083.46,27051.03,N9,Cp-12-3,25.42,25.37,0.16,2.28,2.36,0.03,13660.12,14183.65,0.83,0.24
2,Plate-3,F22,C-12-3,Chloroprep-12hr,Chloroprep-12hr,3,Chloroprep,Chloroprep,12hr,12.00,24.27,24.54,0.27,5.56,4.51,0.20,33371.89,27051.03,N10,Cp-12-3,25.50,25.37,0.16,2.14,2.36,0.03,12817.12,14183.65,0.83,0.24
2,Plate-3,F23,C-12-3,Chloroprep-12hr,Chloroprep-12hr,3,Chloroprep,Chloroprep,12hr,12.00,24.55,24.54,0.27,4.48,4.51,0.20,26859.87,27051.03,N11,Cp-12-3,25.19,25.37,0.16,2.72,2.36,0.03,16297.49,14183.65,0.83,0.24
2,Plate-3,M12,C-24-1,Chloroprep-24hr,Chloroprep-24hr,1,Chloroprep,Chloroprep,24hr,24.00,25.23,25.24,0.11,2.64,2.62,0.23,15830.55,15718.03,M15,Cp-24-1,26.04,25.99,0.07,1.40,1.46,0.08,8425.82,8764.98,0.75,0.56
2,Plate-3,M13,C-24-1,Chloroprep-24hr,Chloroprep-24hr,1,Chloroprep,Chloroprep,24hr,24.00,25.13,25.24,0.11,2.85,2.62,0.23,17096.61,15718.03,M16,Cp-24-1,25.91,25.99,0.07,1.55,1.46,0.08,9311.42,8764.98,0.75,0.56
2,Plate-3,M14,C-24-1,Chloroprep-24hr,Chloroprep-24hr,1,Chloroprep,Chloroprep,24hr,24.00,25.35,25.24,0.11,2.39,2.62,0.23,14347.86,15718.03,M17,Cp-24-1,26.01,25.99,0.07,1.43,1.46,0.08,8582.75,8764.98,0.75,0.56
2,Plate-3,N12,C-24-2,Chloroprep-24hr,Chloroprep-24hr,2,Chloroprep,Chloroprep,24hr,24.00,22.68,22.77,0.20,19.15,17.90,2.67,114923.61,107373.54,N15,Cp-24-2,23.23,23.37,0.15,12.53,11.20,1.28,75175.01,67183.75,0.60,0.63
2,Plate-3,N13,C-24-2,Chloroprep-24hr,Chloroprep-24hr,2,Chloroprep,Chloroprep,24hr,24.00,22.63,22.77,0.20,19.96,17.90,2.67,119768.84,107373.54,N16,Cp-24-2,23.37,23.37,0.15,11.23,11.20,1.28,67409.91,67183.75,0.60,0.63
2,Plate-3,N14,C-24-2,Chloroprep-24hr,Chloroprep-24hr,2,Chloroprep,Chloroprep,24hr,24.00,23.00,22.77,0.20,14.99,17.90,2.67,89936.93,107373.54,N17,Cp-24-2,23.52,23.37,0.15,9.97,11.20,1.28,59840.67,67183.75,0.60,0.63
2,Plate-3,O12,C-24-3,Chloroprep-24hr,Chloroprep-24hr,3,Chloroprep,Chloroprep,24hr,24.00,23.74,23.72,0.16,8.37,8.51,1.09,50192.88,51049.83,O15,Cp-24-3,24.46,24.60,0.18,4.81,4.31,0.58,28848.84,25868.35,0.87,0.51
2,Plate-3,O13,C-24-3,Chloroprep-24hr,Chloroprep-24hr,3,Chloroprep,Chloroprep,24hr,24.00,23.55,23.72,0.16,9.72,8.51,1.09,58344.60,51049.83,O16,Cp-24-3,24.54,24.60,0.18,4.52,4.31,0.58,27111.54,25868.35,0.87,0.51
2,Plate-3,O14,C-24-3,Chloroprep-24hr,Chloroprep-24hr,3,Chloroprep,Chloroprep,24hr,24.00,23.87,23.72,0.16,7.57,8.51,1.09,45429.79,51049.83,O17,Cp-24-3,24.80,24.60,0.18,3.69,4.31,0.58,22132.21,25868.35,0.87,0.51
2,Plate-3,N18,C-48-1,Chloroprep-48hr,Chloroprep-48hr,1,Chloroprep,Chloroprep,48hr,48.00,20.35,20.45,0.12,118.19,109.05,12.43,709120.35,654285.36,N21,Cp-48-1,20.37,21.17,1.33,116.32,62.01,54.47,697904.44,372053.44,0.72,0.57
2,Plate-3,N19,C-48-1,Chloroprep-48hr,Chloroprep-48hr,1,Chloroprep,Chloroprep,48hr,48.00,20.55,20.45,0.12,100.61,109.05,12.43,603689.35,654285.36,N22,Cp-48-1,22.71,21.17,1.33,18.73,62.01,54.47,112358.60,372053.44,0.72,0.57
2,Plate-3,O18,C-48-2,Chloroprep-48hr,Chloroprep-48hr,2,Chloroprep,Chloroprep,48hr,48.00,20.34,20.57,0.12,118.78,99.53,16.98,712650.24,597189.04,N23,Cp-48-1,20.44,21.17,1.33,109.46,62.01,54.47,656770.32,372053.44,0.61,0.62
2,Plate-3,O19,C-48-2,Chloroprep-48hr,Chloroprep-48hr,2,Chloroprep,Chloroprep,48hr,48.00,20.59,20.57,0.12,97.39,99.53,16.98,584337.74,597189.04,O21,Cp-48-2,23.13,21.17,2.78,13.46,62.29,194.28,80778.32,373746.65,0.60,0.63
2,Plate-3,O20,C-48-2,Chloroprep-48hr,Chloroprep-48hr,2,Chloroprep,Chloroprep,48hr,48.00,20.76,20.57,0.12,85.24,99.53,16.98,511440.50,597189.04,O22,Cp-48-2,19.20,21.17,2.78,288.21,62.29,194.28,1729258.96,373746.65,0.60,0.63
2,Plate-3,P18,C-48-3,Chloroprep-48hr,Chloroprep-48hr,3,Chloroprep,Chloroprep,48hr,48.00,23.73,23.68,0.05,8.48,8.82,0.37,50903.77,52906.25,P21,Cp-48-3,24.66,24.14,0.75,4.10,6.16,4.43,24589.18,36933.10,0.46,0.70
2,Plate-3,P19,C-48-3,Chloroprep-48hr,Chloroprep-48hr,3,Chloroprep,Chloroprep,48hr,48.00,23.62,23.68,0.05,9.22,8.82,0.37,55343.79,52906.25,P22,Cp-48-3,24.48,24.14,0.75,4.72,6.16,4.43,28323.89,36933.10,0.46,0.70
2,Plate-3,P20,C-48-3,Chloroprep-48hr,Chloroprep-48hr,3,Chloroprep,Chloroprep,48hr,48.00,23.69,23.68,0.05,8.76,8.82,0.37,52565.56,52906.25,P23,Cp-48-3,23.28,24.14,0.75,12.06,6.16,4.43,72335.27,36933.10,0.46,0.70
3,Plate-4,B12,C-0-1,Chloroprep-0hr,Chloroprep-0hr,1,Chloroprep,Chloroprep,0hr,0.00,21.23,22.06,1.17,87.88,45.30,0.84,527273.26,271782.93,B15,Cp-0-1,30.02,30.37,0.31,0.08,0.06,0.02,469.02,353.82,8.31,0.00
3,Plate-4,B14,C-0-1,Chloroprep-0hr,Chloroprep-0hr,1,Chloroprep,Chloroprep,0hr,0.00,22.89,22.06,1.17,23.35,45.30,0.84,140090.42,271782.93,B16,Cp-0-1,30.49,30.37,0.31,0.05,0.06,0.02,320.43,353.82,8.31,0.00
3,Plate-4,,C-0-1,Chloroprep-0hr,Chloroprep-0hr,1,Chloroprep,Chloroprep,0hr,,,,,,,,,,B17,Cp-0-1,30.60,30.37,0.31,0.05,0.06,0.02,294.73,353.82,,
3,Plate-4,C12,C-0-2,Chloroprep-0hr,Chloroprep-0hr,2,Chloroprep,Chloroprep,0hr,0.00,22.26,23.05,0.74,38.71,20.61,1.26,232268.71,123646.58,C15,Cp-0-2,29.88,30.33,0.54,0.09,0.06,0.02,521.40,365.23,7.28,0.00
3,Plate-4,C13,C-0-2,Chloroprep-0hr,Chloroprep-0hr,2,Chloroprep,Chloroprep,0hr,0.00,23.15,23.05,0.74,18.97,20.61,1.26,113814.68,123646.58,C16,Cp-0-2,30.18,30.33,0.54,0.07,0.06,0.02,411.67,365.23,7.28,0.00
3,Plate-4,C14,C-0-2,Chloroprep-0hr,Chloroprep-0hr,2,Chloroprep,Chloroprep,0hr,0.00,23.73,23.05,0.74,11.92,20.61,1.26,71508.41,123646.58,C17,Cp-0-2,30.92,30.33,0.54,0.04,0.06,0.02,226.97,365.23,7.28,0.00
3,Plate-4,D12,C-0-3,Chloroprep-0hr,Chloroprep-0hr,3,Chloroprep,Chloroprep,0hr,0.00,22.77,22.81,0.28,25.78,24.88,1.11,154678.67,149284.53,D15,Cp-0-3,30.44,30.55,0.11,0.06,0.05,0.00,333.69,306.59,7.74,0.00
3,Plate-4,D13,C-0-3,Chloroprep-0hr,Chloroprep-0hr,3,Chloroprep,Chloroprep,0hr,0.00,22.55,22.81,0.28,30.54,24.88,1.11,183238.70,149284.53,D16,Cp-0-3,30.54,30.55,0.11,0.05,0.05,0.00,309.19,306.59,7.74,0.00
3,Plate-4,D14,C-0-3,Chloroprep-0hr,Chloroprep-0hr,3,Chloroprep,Chloroprep,0hr,0.00,23.11,22.81,0.28,19.56,24.88,1.11,117380.61,149284.53,D17,Cp-0-3,30.66,30.55,0.11,0.05,0.05,0.00,279.32,306.59,7.74,0.00
3,Plate-4,C18,C-06-1,Chloroprep-6hr,Chloroprep-6hr,1,Chloroprep,Chloroprep,6hr,6.00,21.45,23.39,1.78,74.09,15.67,38.33,444541.51,93990.63,C21,Cp-6-1,28.51,28.92,0.40,0.26,0.19,0.06,1569.09,1125.57,5.53,0.01
3,Plate-4,C19,C-06-1,Chloroprep-6hr,Chloroprep-6hr,1,Chloroprep,Chloroprep,6hr,6.00,23.79,23.39,1.78,11.37,15.67,38.33,68225.79,93990.63,C22,Cp-6-1,28.96,28.92,0.40,0.18,0.19,0.06,1091.78,1125.57,5.53,0.01
3,Plate-4,C20,C-06-1,Chloroprep-6hr,Chloroprep-6hr,1,Chloroprep,Chloroprep,6hr,6.00,24.93,23.39,1.78,4.56,15.67,38.33,27377.30,93990.63,C23,Cp-6-1,29.30,28.92,0.40,0.14,0.19,0.06,832.41,1125.57,5.53,0.01
3,Plate-4,D18,C-06-2,Chloroprep-6hr,Chloroprep-6hr,2,Chloroprep,Chloroprep,6hr,6.00,22.34,23.04,0.65,36.32,20.76,12.10,217918.52,124538.17,D21,Cp-6-2,28.98,29.31,0.33,0.18,0.14,0.08,1073.56,825.78,6.27,0.01
3,Plate-4,D19,C-06-2,Chloroprep-6hr,Chloroprep-6hr,2,Chloroprep,Chloroprep,6hr,6.00,23.16,23.04,0.65,18.74,20.76,12.10,112454.64,124538.17,D22,Cp-6-2,29.31,29.31,0.33,0.14,0.14,0.08,827.04,825.78,6.27,0.01
3,Plate-4,D20,C-06-2,Chloroprep-6hr,Chloroprep-6hr,2,Chloroprep,Chloroprep,6hr,6.00,23.61,23.04,0.65,13.14,20.76,12.10,78820.35,124538.17,D23,Cp-6-2,29.64,29.31,0.33,0.11,0.14,0.08,634.23,825.78,6.27,0.01
3,Plate-4,E18,C-06-3,Chloroprep-6hr,Chloroprep-6hr,3,Chloroprep,Chloroprep,6hr,6.00,23.87,24.02,0.13,10.63,9.47,4.99,63776.97,56848.22,E21,Cp-6-3,28.34,29.53,1.10,0.30,0.12,0.13,1794.83,692.88,5.51,0.01
3,Plate-4,E19,C-06-3,Chloroprep-6hr,Chloroprep-6hr,3,Chloroprep,Chloroprep,6hr,6.00,24.13,24.02,0.13,8.68,9.47,4.99,52059.38,56848.22,E22,Cp-6-3,29.74,29.53,1.10,0.10,0.12,0.13,583.89,692.88,5.51,0.01
3,Plate-4,E20,C-06-3,Chloroprep-6hr,Chloroprep-6hr,3,Chloroprep,Chloroprep,6hr,6.00,24.05,24.02,0.13,9.22,9.47,4.99,55333.70,56848.22,E23,Cp-6-3,30.50,29.53,1.10,0.05,0.12,0.13,317.41,692.88,5.51,0.01
3,Plate-4,L6,C-12-1,Chloroprep-12hr,Chloroprep-12hr,1,Chloroprep,Chloroprep,12hr,12.00,25.12,25.52,0.36,3.93,2.84,21.79,23577.14,17065.28,L9,Cp-12-1,27.71,28.00,0.25,0.49,0.39,0.08,2959.84,2359.20,2.47,0.14
3,Plate-4,L7,C-12-1,Chloroprep-12hr,Chloroprep-12hr,1,Chloroprep,Chloroprep,12hr,12.00,25.62,25.52,0.36,2.62,2.84,21.79,15741.21,17065.28,L10,Cp-12-1,28.08,28.00,0.25,0.37,0.39,0.08,2204.61,2359.20,2.47,0.14
3,Plate-4,L8,C-12-1,Chloroprep-12hr,Chloroprep-12hr,1,Chloroprep,Chloroprep,12hr,12.00,25.83,25.52,0.36,2.23,2.84,21.79,13390.96,17065.28,L11,Cp-12-1,28.19,28.00,0.25,0.34,0.39,0.08,2012.30,2359.20,2.47,0.14
3,Plate-4,M6,C-12-2,Chloroprep-12hr,Chloroprep-12hr,2,Chloroprep,Chloroprep,12hr,12.00,25.94,26.58,0.55,2.04,1.22,6.95,12233.64,7343.83,M9,Cp-12-2,30.01,29.96,0.14,0.08,0.08,0.01,469.66,490.79,3.38,0.07
3,Plate-4,M7,C-12-2,Chloroprep-12hr,Chloroprep-12hr,2,Chloroprep,Chloroprep,12hr,12.00,26.84,26.58,0.55,0.99,1.22,6.95,5931.27,7343.83,M10,Cp-12-2,29.80,29.96,0.14,0.09,0.08,0.01,558.30,490.79,3.38,0.07
3,Plate-4,M8,C-12-2,Chloroprep-12hr,Chloroprep-12hr,2,Chloroprep,Chloroprep,12hr,12.00,26.95,26.58,0.55,0.91,1.22,6.95,5458.42,7343.83,M11,Cp-12-2,30.06,29.96,0.14,0.08,0.08,0.01,450.87,490.79,3.38,0.07
3,Plate-4,N6,C-12-3,Chloroprep-12hr,Chloroprep-12hr,3,Chloroprep,Chloroprep,12hr,12.00,25.17,25.17,0.02,3.77,3.77,0.58,22611.43,22635.45,N9,Cp-12-3,28.90,28.92,0.03,0.19,0.19,0.00,1145.69,1128.26,3.75,0.05
3,Plate-4,N7,C-12-3,Chloroprep-12hr,Chloroprep-12hr,3,Chloroprep,Chloroprep,12hr,12.00,25.15,25.17,0.02,3.83,3.77,0.58,22967.44,22635.45,N10,Cp-12-3,28.91,28.92,0.03,0.19,0.19,0.00,1139.29,1128.26,3.75,0.05
3,Plate-4,N8,C-12-3,Chloroprep-12hr,Chloroprep-12hr,3,Chloroprep,Chloroprep,12hr,12.00,25.19,25.17,0.02,3.72,3.77,0.58,22332.00,22635.45,N11,Cp-12-3,28.95,28.92,0.03,0.18,0.19,0.00,1100.34,1128.26,3.75,0.05
3,Plate-4,M12,C-24-1,Chloroprep-24hr,Chloroprep-24hr,1,Chloroprep,Chloroprep,24hr,24.00,25.97,26.02,0.06,2.00,1.92,1.00,11971.18,11495.34,M15,Cp-24-1,26.04,26.16,0.11,1.88,1.70,0.01,11275.62,10220.58,0.15,0.89
3,Plate-4,M13,C-24-1,Chloroprep-24hr,Chloroprep-24hr,1,Chloroprep,Chloroprep,24hr,24.00,26.00,26.02,0.06,1.94,1.92,1.00,11638.35,11495.34,M16,Cp-24-1,26.20,26.16,0.11,1.65,1.70,0.01,9916.59,10220.58,0.15,0.89
3,Plate-4,M14,C-24-1,Chloroprep-24hr,Chloroprep-24hr,1,Chloroprep,Chloroprep,24hr,24.00,26.08,26.02,0.06,1.82,1.92,1.00,10902.81,11495.34,M17,Cp-24-1,26.25,26.16,0.11,1.59,1.70,0.01,9548.25,10220.58,0.15,0.89
3,Plate-4,N12,C-24-2,Chloroprep-24hr,Chloroprep-24hr,2,Chloroprep,Chloroprep,24hr,24.00,22.59,24.96,1.24,29.72,4.46,68.35,178305.27,26774.83,N15,Cp-24-2,24.64,25.63,1.14,5.78,2.61,0.22,34670.01,15671.69,0.67,0.59
3,Plate-4,N13,C-24-2,Chloroprep-24hr,Chloroprep-24hr,2,Chloroprep,Chloroprep,24hr,24.00,25.27,24.96,1.24,3.48,4.46,68.35,20853.83,26774.83,N16,Cp-24-2,25.38,25.63,1.14,3.19,2.61,0.22,19140.40,15671.69,0.67,0.59
3,Plate-4,N14,C-24-2,Chloroprep-24hr,Chloroprep-24hr,2,Chloroprep,Chloroprep,24hr,24.00,26.02,24.96,1.24,1.91,4.46,68.35,11486.69,26774.83,N17,Cp-24-2,26.87,25.63,1.14,0.97,2.61,0.22,5800.19,15671.69,0.67,0.59
3,Plate-4,O12,C-24-3,Chloroprep-24hr,Chloroprep-24hr,3,Chloroprep,Chloroprep,24hr,24.00,25.08,25.10,0.02,4.05,3.98,0.71,24279.81,23863.82,O15,Cp-24-3,27.72,27.65,0.14,0.49,0.52,0.01,2946.98,3115.19,2.55,0.13
3,Plate-4,O13,C-24-3,Chloroprep-24hr,Chloroprep-24hr,3,Chloroprep,Chloroprep,24hr,24.00,25.11,25.10,0.02,3.97,3.98,0.71,23803.10,23863.82,O16,Cp-24-3,27.48,27.65,0.14,0.59,0.52,0.01,3554.94,3115.19,2.55,0.13
3,Plate-4,O14,C-24-3,Chloroprep-24hr,Chloroprep-24hr,3,Chloroprep,Chloroprep,24hr,24.00,25.12,25.10,0.02,3.92,3.98,0.71,23514.78,23863.82,O17,Cp-24-3,27.74,27.65,0.14,0.48,0.52,0.01,2885.64,3115.19,2.55,0.13
3,Plate-4,N18,C-48-1,Chloroprep-48hr,Chloroprep-48hr,1,Chloroprep,Chloroprep,48hr,48.00,22.99,22.89,0.14,21.63,23.42,5.85,129759.89,140539.92,N21,Cp-48-1,23.18,23.27,0.08,18.57,17.24,0.02,111439.51,103469.75,0.38,0.74
3,Plate-4,N19,C-48-1,Chloroprep-48hr,Chloroprep-48hr,1,Chloroprep,Chloroprep,48hr,48.00,22.73,22.89,0.14,26.52,23.42,5.85,159110.76,140539.92,N22,Cp-48-1,23.34,23.27,0.08,16.26,17.24,0.02,97584.93,103469.75,0.38,0.74
3,Plate-4,N20,C-48-1,Chloroprep-48hr,Chloroprep-48hr,1,Chloroprep,Chloroprep,48hr,48.00,22.94,22.89,0.14,22.41,23.42,5.85,134449.54,140539.92,N23,Cp-48-1,23.29,23.27,0.08,16.98,17.24,0.02,101863.75,103469.75,0.38,0.74
3,Plate-4,,C-48-2,Chloroprep-48hr,Chloroprep-48hr,2,Chloroprep,Chloroprep,48hr,,,,,,,,,,O21,Cp-48-2,24.12,24.06,0.10,8.73,9.19,0.03,52377.32,55165.03,,
